Date,Open,High,Low,Close,Adj Close,Volume
2005-11-28,112.178909,116.909348,111.503136,112.178909,72.546913,76445383
2005-11-29,112.178909,114.882019,111.503136,112.178909,72.546913,37719566
2005-11-30,116.233574,116.909348,113.530464,116.233574,75.169098,53730775
2005-12-01,116.909348,119.612457,115.557793,116.909348,75.606125,89430443
2005-12-02,120.288231,120.964005,117.585129,120.288231,77.791267,99219181
2005-12-05,116.909348,122.315559,116.233574,116.909348,75.606125,104827544
2005-12-06,116.909348,120.288231,116.909348,116.909348,75.606125,74558664
2005-12-07,118.936676,118.936676,117.585129,118.936676,76.917206,20805692
2005-12-08,117.585129,118.936676,116.909348,117.585129,76.043159,16262771
2005-12-09,119.612457,120.288231,117.585129,119.612457,77.354233,77207469
2005-12-12,120.964005,137.858429,120.964005,130.424881,84.346718,290266049
2005-12-13,129.749100,133.127991,128.397552,129.749100,83.909691,86974010
2005-12-14,126.370224,130.424881,126.370224,126.370224,81.724541,43342726
2005-12-15,121.639786,127.045998,121.639786,121.639786,78.665329,27390709
2005-12-16,120.964005,125.018669,120.964005,120.964005,78.228294,10432441
2005-12-19,124.342888,125.018669,121.639786,124.342888,80.413445,14324260
2005-12-20,124.342888,126.370224,122.991341,124.342888,80.413445,17195031
2005-12-21,122.315559,123.667114,121.639786,122.315559,79.102364,11971412
2005-12-22,121.639786,122.991341,120.964005,122.315559,79.102364,6614612
2005-12-23,120.964005,122.991341,120.964005,120.964005,78.228294,9137635
2005-12-26,120.964005,120.964005,120.964005,120.964005,78.228294,0
2005-12-27,121.639786,122.315559,120.964005,121.639786,78.665329,4986855
2005-12-28,121.639786,122.991341,121.639786,121.639786,78.665329,4935062
2005-12-29,122.991341,129.073334,122.991341,122.991341,79.539391,51910647
2005-12-30,122.991341,122.991341,122.991341,122.991341,79.539391,0
2006-01-02,122.991341,127.045998,122.991341,127.045998,82.161583,18637816
2006-01-03,125.694443,127.045998,125.018669,125.694443,81.287506,13710152
2006-01-04,126.370224,128.397552,125.018669,126.370224,81.724541,57304441
2006-01-05,131.776428,131.776428,127.045998,131.776428,85.220764,139365586
2006-01-06,131.776428,132.452209,129.749100,129.749100,83.909691,80566567
2006-01-09,131.100662,132.452209,130.424881,131.100662,84.783737,50134912
2006-01-10,131.100662,131.100662,131.100662,131.100662,84.783737,0
2006-01-11,131.100662,131.776428,129.749100,130.424881,84.346718,29062859
2006-01-12,129.073334,131.100662,128.397552,129.073334,83.472664,43860649
2006-01-13,129.073334,130.424881,128.397552,129.073334,83.472664,16810289
2006-01-16,130.424881,133.127991,129.073334,131.100662,84.783737,71887663
2006-01-17,131.100662,131.100662,127.721771,128.397552,83.035637,46346678
2006-01-18,127.721771,128.397552,126.370224,128.397552,83.035637,16654912
2006-01-19,130.424881,130.424881,128.397552,130.424881,84.346718,21183036
2006-01-20,129.749100,130.424881,128.397552,129.749100,83.909691,8419942
2006-01-23,125.694443,128.397552,125.018669,125.694443,81.287506,22736804
2006-01-24,126.370224,129.749100,126.370224,127.721771,82.598595,22122696
2006-01-25,129.749100,130.424881,128.397552,129.749100,83.909691,21360609
2006-01-26,131.776428,133.127991,129.073334,131.776428,85.220764,130634890
2006-01-27,132.452209,132.452209,127.721771,129.073334,83.472664,85908569
2006-01-30,129.749100,130.424881,129.073334,129.749100,83.909691,25245029
2006-01-31,129.749100,129.749100,129.749100,129.749100,83.909691,0
2006-02-01,129.749100,133.127991,129.749100,131.776428,85.220764,96607372
2006-02-02,131.100662,132.452209,129.749100,131.100662,84.783737,33553988
2006-02-03,132.452209,133.803757,130.424881,132.452209,85.657806,71606505
2006-02-06,131.776428,133.127991,130.424881,131.776428,85.220764,29551186
2006-02-07,133.127991,134.479538,131.776428,133.127991,86.094841,103503142
2006-02-08,133.127991,133.803757,129.749100,131.100662,84.783737,52110417
2006-02-09,131.100662,131.100662,129.749100,129.749100,83.909691,8160981
2006-02-10,131.776428,131.776428,129.749100,131.776428,85.220764,36624530
2006-02-13,131.776428,131.776428,129.749100,129.749100,83.909691,11379500
2006-02-14,129.749100,129.749100,128.397552,129.073334,83.472664,17084048
2006-02-15,129.073334,129.073334,127.045998,129.073334,83.472664,22322466
2006-02-16,127.721771,129.749100,127.721771,127.721771,82.598595,6118886
2006-02-17,127.721771,130.424881,127.045998,128.397552,83.035637,26673016
2006-02-20,127.721771,127.721771,127.045998,127.721771,82.598595,7961211
2006-02-21,128.397552,129.073334,127.721771,127.721771,82.598595,9840530
2006-02-22,129.749100,129.749100,128.397552,129.749100,83.909691,9463186
2006-02-23,127.721771,129.749100,127.721771,127.721771,82.598595,10698802
2006-02-24,127.721771,128.397552,127.045998,127.721771,82.598595,2449034
2006-02-27,127.721771,135.155319,127.721771,135.155319,87.405937,111501347
2006-02-28,135.155319,140.223648,135.155319,138.534195,89.591064,267433059
2006-03-01,138.534195,150.360291,136.844757,150.360291,97.239098,215944149
2006-03-02,152.049728,153.739166,145.291962,148.670853,96.146515,104901533
2006-03-03,152.049728,152.049728,143.602524,146.981400,95.053940,46117312
2006-03-06,146.981400,148.670853,145.291962,146.981400,95.053940,35189144
2006-03-07,140.223648,145.291962,140.223648,140.223648,90.683662,44785511
2006-03-08,141.913086,141.913086,136.844757,140.223648,90.683662,30905184
2006-03-09,143.602524,143.602524,136.844757,143.602524,92.868797,22470444
2006-03-10,140.223648,141.913086,140.223648,140.223648,90.683662,7176928
2006-03-13,141.913086,141.913086,138.534195,140.223648,90.683662,2005100
2006-03-14,140.223648,140.223648,138.534195,140.223648,90.683662,17542780
2006-03-15,140.223648,140.223648,136.844757,140.223648,90.683662,24986068
2006-03-16,141.913086,141.913086,138.534195,141.913086,91.776222,46442863
2006-03-17,141.913086,141.913086,136.844757,138.534195,89.591064,51533303
2006-03-20,138.534195,141.913086,138.534195,138.534195,89.591064,37445807
2006-03-21,138.534195,145.291962,138.534195,140.223648,90.683662,92545378
2006-03-22,138.534195,140.223648,138.534195,138.534195,89.591064,15256521
2006-03-23,138.534195,140.223648,136.844757,138.534195,89.591064,7450687
2006-03-24,140.223648,141.913086,140.223648,140.223648,90.683662,14686806
2006-03-27,138.534195,140.223648,138.534195,138.534195,89.591064,2293657
2006-03-28,140.223648,140.223648,138.534195,140.223648,90.683662,11853029
2006-03-29,136.844757,140.223648,136.844757,136.844757,88.498489,6843977
2006-03-30,136.844757,136.844757,136.844757,136.844757,88.498489,0
2006-03-31,136.844757,136.844757,136.844757,136.844757,88.498489,0
2006-04-03,138.534195,140.223648,138.534195,138.534195,89.591064,19074351
2006-04-04,138.534195,141.913086,138.534195,138.534195,89.591064,11238921
2006-04-05,140.223648,140.223648,140.223648,140.223648,90.683662,35751460
2006-04-06,145.291962,145.291962,141.913086,145.291962,93.961372,72057838
2006-04-07,146.981400,150.360291,143.602524,146.981400,95.053940,85435040
2006-04-10,146.981400,146.981400,146.981400,146.981400,95.053940,0
2006-04-11,146.981400,150.360291,146.981400,146.981400,95.053940,24986068
2006-04-12,145.291962,148.670853,145.291962,145.291962,93.961372,17276419
2006-04-13,145.291962,148.670853,145.291962,145.291962,93.961372,4661303
2006-04-14,145.291962,145.291962,145.291962,145.291962,93.961372,0
2006-04-17,146.981400,148.670853,146.981400,146.981400,95.053940,11068746
2006-04-18,153.739166,153.739166,146.981400,153.739166,99.424240,135103822
2006-04-19,157.118057,158.807495,155.428619,157.118057,101.609375,147112229
2006-04-20,155.428619,160.496933,155.428619,155.428619,100.516808,88986510
2006-04-21,155.428619,158.807495,152.049728,155.428619,100.516808,31415708
2006-04-24,155.428619,165.565262,155.428619,162.186386,104.887100,127978686
2006-04-25,162.186386,163.875824,162.186386,162.186386,104.887100,35425909
2006-04-26,170.633591,174.012466,163.875824,170.633591,110.349968,169708454
2006-04-27,165.565262,175.701920,165.565262,165.565262,107.072273,112300428
2006-04-28,165.565262,163.875824,158.807495,163.875824,105.979675,36224989
2006-05-01,167.254700,172.323029,163.875824,167.254700,108.164803,98249926
2006-05-02,167.254700,167.254700,155.428619,155.428619,100.516808,71177369
2006-05-03,155.428619,158.807495,150.360291,155.428619,100.516808,49986934
2006-05-04,152.049728,155.428619,148.670853,152.049728,98.331657,59598099
2006-05-05,155.428619,158.807495,153.739166,157.118057,101.609375,69845568
2006-05-08,157.118057,162.186386,157.118057,157.118057,101.609375,29055460
2006-05-09,155.428619,160.496933,155.428619,155.428619,100.516808,39524897
2006-05-10,155.428619,157.118057,153.739166,155.428619,100.516808,15515482
2006-05-11,162.186386,167.254700,155.428619,162.186386,104.887100,137441873
2006-05-12,162.186386,165.565262,158.807495,162.186386,104.887100,48159407
2006-05-15,158.807495,160.496933,145.291962,145.291962,93.961372,51851456
2006-05-16,141.913086,150.360291,130.086990,141.913086,91.776222,97709807
2006-05-17,146.981400,150.360291,145.291962,146.981400,95.053940,31667270
2006-05-18,141.913086,141.913086,135.155319,136.844757,88.498489,22877383
2006-05-19,136.844757,140.223648,136.844757,136.844757,88.498489,4513325
2006-05-22,136.844757,136.844757,121.639786,125.018669,80.850464,37142452
2006-05-23,121.639786,134.479538,117.585129,134.479538,86.968880,24283173
2006-05-24,128.397552,134.479538,125.018669,128.397552,83.035637,7731845
2006-05-25,128.397552,128.397552,128.397552,128.397552,83.035637,0
2006-05-26,128.397552,128.397552,128.397552,128.397552,83.035637,0
2006-05-29,128.397552,131.776428,127.045998,128.397552,83.035637,9544574
2006-05-30,131.100662,133.803757,130.424881,131.100662,84.783737,27945626
2006-05-31,130.424881,130.424881,127.721771,130.424881,84.346718,6429639
2006-06-01,128.397552,131.776428,127.721771,128.397552,83.035637,10010704
2006-06-02,129.073334,129.749100,129.073334,129.073334,83.472664,2145679
2006-06-05,129.749100,131.100662,129.749100,129.749100,83.909691,5452985
2006-06-06,128.397552,129.073334,127.721771,128.397552,83.035637,5978307
2006-06-07,128.397552,129.749100,127.721771,128.397552,83.035637,22655416
2006-06-08,116.233574,121.639786,114.882019,116.233574,79.382637,26155093
2006-06-09,117.585129,118.936676,115.557793,117.585129,80.305695,15411898
2006-06-12,116.233574,118.260902,116.233574,116.233574,79.382637,4994254
2006-06-13,111.503136,114.882019,111.503136,111.503136,76.151955,6843977
2006-06-14,108.124252,110.827362,106.096924,108.124252,73.844315,37223840
2006-06-15,110.151581,112.854691,108.800034,110.151581,75.228897,11682855
2006-06-16,112.854691,113.530464,112.178909,112.854691,77.075012,17224627
2006-06-19,110.827362,112.178909,110.151581,110.827362,75.690430,762086
2006-06-20,109.475807,110.151581,109.475807,109.475807,74.767380,673299
2006-06-21,110.151581,112.854691,110.151581,110.151581,75.228897,1213418
2006-06-22,110.827362,110.827362,110.151581,110.827362,75.690430,4113785
2006-06-23,110.151581,110.151581,110.151581,110.151581,75.228897,495725
2006-06-26,111.503136,111.503136,108.800034,111.503136,76.151955,1731341
2006-06-27,113.530464,114.882019,111.503136,113.530464,77.536537,12696503
2006-06-28,113.530464,114.882019,113.530464,113.530464,77.536537,5415991
2006-06-29,113.530464,115.557793,114.882019,115.557793,78.921104,3995403
2006-06-30,117.585129,118.260902,116.233574,117.585129,80.305695,6326055
2006-07-03,119.612457,119.612457,117.585129,119.612457,81.690277,2589613
2006-07-04,121.639786,122.991341,119.612457,121.639786,83.074852,6237268
2006-07-05,122.991341,124.342888,121.639786,122.991341,83.997910,3262912
2006-07-06,121.639786,121.639786,118.936676,121.639786,83.074852,1990302
2006-07-07,122.315559,123.667114,120.964005,122.315559,83.536377,3026148
2006-07-10,122.991341,122.991341,120.288231,122.991341,83.997910,1013648
2006-07-11,121.639786,122.991341,121.639786,121.639786,83.074852,2848574
2006-07-12,122.315559,124.342888,121.639786,122.315559,83.536377,5208822
2006-07-13,121.639786,123.667114,120.964005,121.639786,83.074852,3492278
2006-07-14,119.612457,121.639786,119.612457,119.612457,81.690277,2234466
2006-07-17,119.612457,118.936676,116.909348,116.909348,79.844170,747288
2006-07-18,115.557793,117.585129,115.557793,115.557793,78.921104,480928
2006-07-19,116.233574,116.233574,113.530464,115.557793,78.921104,2900366
2006-07-20,116.909348,118.260902,115.557793,116.909348,79.844170,517922
2006-07-21,116.909348,116.909348,116.909348,116.909348,79.844170,0
2006-07-24,114.882019,115.557793,114.882019,114.882019,78.459579,828676
2006-07-25,114.882019,116.909348,114.882019,114.882019,78.459579,4069392
2006-07-26,114.882019,116.233574,114.206245,114.882019,78.459579,1812729
2006-07-27,116.233574,118.260902,115.557793,118.260902,80.767212,3692048
2006-07-28,118.260902,118.260902,117.585129,118.260902,80.767212,1228216
2006-07-31,117.585129,117.585129,117.585129,117.585129,80.305695,517922
2006-08-01,116.909348,117.585129,116.909348,116.909348,79.844170,3810430
2006-08-02,117.585129,117.585129,116.909348,117.585129,80.305695,688097
2006-08-03,116.909348,117.585129,116.909348,116.909348,79.844170,3647655
2006-08-04,116.909348,116.909348,116.233574,116.909348,79.844170,1169025
2006-08-07,116.909348,117.585129,116.909348,116.909348,79.844170,665900
2006-08-08,116.233574,116.909348,116.233574,116.233574,79.382637,2249264
2006-08-09,116.233574,116.233574,116.233574,116.233574,79.382637,769485
2006-08-10,114.882019,117.585129,114.882019,114.882019,78.459579,4653904
2006-08-11,114.882019,115.557793,113.530464,114.882019,78.459579,1997701
2006-08-14,114.882019,116.233574,114.882019,114.882019,78.459579,5475182
2006-08-15,115.557793,115.557793,114.882019,115.557793,78.921104,806479
2006-08-16,118.260902,118.936676,115.557793,118.260902,80.767212,6999354
2006-08-17,118.260902,118.260902,118.260902,118.260902,80.767212,0
2006-08-18,118.260902,118.260902,118.260902,118.260902,80.767212,0
2006-08-21,118.260902,118.260902,118.260902,118.260902,80.767212,0
2006-08-22,119.612457,119.612457,116.233574,119.612457,81.690277,5889520
2006-08-23,119.612457,119.612457,118.260902,118.936676,81.228745,2560017
2006-08-24,120.288231,120.288231,118.936676,120.288231,82.151810,2648804
2006-08-25,120.288231,120.288231,117.585129,120.288231,82.151810,5327204
2006-08-28,117.585129,118.936676,117.585129,117.585129,80.305695,1494576
2006-08-29,119.612457,119.612457,116.909348,119.612457,81.690277,2759787
2006-08-30,117.585129,118.936676,117.585129,117.585129,80.305695,1405790
2006-08-31,117.585129,117.585129,116.233574,117.585129,80.305695,1080238
2006-09-01,117.585129,117.585129,116.909348,117.585129,80.305695,1553767
2006-09-04,120.964005,120.964005,116.909348,120.964005,82.613327,5963509
2006-09-05,127.045998,127.721771,121.639786,127.045998,86.767082,43416715
2006-09-06,128.397552,131.100662,128.397552,128.397552,87.690140,36158399
2006-09-07,128.397552,130.424881,127.045998,128.397552,87.690140,14612817
2006-09-08,131.776428,133.803757,127.045998,131.776428,89.997757,47256742
2006-09-11,129.749100,132.452209,128.397552,129.749100,88.613174,4254364
2006-09-12,122.315559,128.397552,120.964005,122.315559,83.536377,17098846
2006-09-13,119.612457,123.667114,119.612457,119.612457,81.690277,19673661
2006-09-14,118.260902,120.288231,117.585129,118.260902,80.767212,9677754
2006-09-15,116.909348,118.260902,116.909348,116.909348,79.844170,2611809
2006-09-18,116.909348,118.936676,116.233574,118.936676,81.228745,6296459
2006-09-19,122.315559,124.342888,118.936676,122.315559,83.536377,30032114
2006-09-20,122.315559,123.667114,121.639786,122.315559,83.536377,6318656
2006-09-21,122.991341,123.667114,120.964005,122.991341,83.997910,2892967
2006-09-22,118.936676,122.315559,117.585129,118.936676,81.228745,17594572
2006-09-25,118.260902,118.260902,117.585129,118.260902,80.767212,3418289
2006-09-26,118.936676,119.612457,118.260902,118.936676,81.228745,4261763
2006-09-27,120.288231,120.288231,118.260902,120.288231,82.151810,14006108
2006-09-28,119.612457,121.639786,118.936676,119.612457,81.690277,4350550
2006-09-29,119.612457,119.612457,118.260902,119.612457,81.690277,7073343
2006-10-02,118.260902,118.936676,117.585129,118.260902,80.767212,3603261
2006-10-03,118.936676,119.612457,117.585129,118.936676,81.228745,13865529
2006-10-04,118.936676,118.936676,116.909348,118.936676,81.228745,11986209
2006-10-05,118.260902,118.936676,116.233574,118.260902,80.767212,9048848
2006-10-06,118.936676,118.936676,118.260902,118.936676,81.228745,5800733
2006-10-09,118.936676,120.964005,118.260902,118.936676,81.228745,18193882
2006-10-10,119.612457,121.639786,118.936676,119.612457,81.690277,50060923
2006-10-11,122.315559,125.694443,120.288231,122.315559,83.536377,114497900
2006-10-12,121.639786,122.315559,120.964005,121.639786,83.074852,14834784
2006-10-13,123.667114,124.342888,122.315559,123.667114,84.459435,14672008
2006-10-16,129.749100,129.749100,124.342888,129.749100,88.613174,140112874
2006-10-17,134.479538,158.807495,134.479538,157.455948,107.535782,411038212
2006-10-18,152.049728,160.496933,150.360291,152.049728,103.843567,250733753
2006-10-19,150.360291,153.739166,145.291962,148.670853,101.535934,88845931
2006-10-20,148.670853,152.049728,146.981400,148.670853,101.535934,93766196
2006-10-23,148.670853,148.670853,148.670853,148.670853,101.535934,0
2006-10-24,148.670853,148.670853,148.670853,148.670853,101.535934,0
2006-10-25,148.670853,148.670853,148.670853,148.670853,101.535934,0
2006-10-26,148.670853,148.670853,148.670853,148.670853,101.535934,0
2006-10-27,148.670853,148.670853,148.670853,148.670853,101.535934,0
2006-10-30,150.360291,167.254700,150.360291,167.254700,114.227913,238754942
2006-10-31,162.186386,168.944153,160.496933,162.186386,110.766472,174510337
2006-11-01,160.496933,162.186386,155.428619,160.496933,109.612633,144611402
2006-11-02,157.118057,165.565262,153.739166,157.118057,107.305023,212133718
2006-11-03,153.739166,157.118057,152.049728,153.739166,104.997398,70800026
2006-11-06,157.118057,162.186386,152.049728,157.118057,107.305023,123753917
2006-11-07,155.428619,158.807495,153.739166,155.428619,106.151199,47375124
2006-11-08,157.118057,158.807495,153.739166,157.118057,107.305023,107853692
2006-11-09,153.739166,157.118057,150.360291,153.739166,104.997398,63830267
2006-11-10,146.981400,153.739166,146.981400,146.981400,100.382126,77399840
2006-11-13,141.913086,148.670853,141.913086,141.913086,96.920662,27338917
2006-11-14,148.670853,148.670853,141.913086,148.670853,101.535934,29602978
2006-11-15,150.360291,152.049728,146.981400,150.360291,102.689758,129665634
2006-11-16,148.670853,150.360291,148.670853,148.670853,101.535934,42129308
2006-11-17,145.291962,148.670853,145.291962,145.291962,99.228302,8923067
2006-11-20,146.981400,148.670853,145.291962,146.981400,100.382126,10536026
2006-11-21,148.670853,150.360291,146.981400,148.670853,101.535934,18489838
2006-11-22,146.981400,148.670853,145.291962,146.981400,100.382126,20679911
2006-11-23,143.602524,145.291962,143.602524,143.602524,98.074486,8005604
2006-11-24,146.981400,152.049728,145.291962,146.981400,100.382126,98516286
2006-11-27,153.739166,155.428619,146.981400,153.739166,104.997398,90318311
2006-11-28,146.981400,155.428619,146.981400,146.981400,100.382126,87210775
2006-11-29,150.360291,152.049728,148.670853,150.360291,102.689758,35744061
2006-11-30,155.428619,155.428619,152.049728,155.428619,106.151199,86892622
2006-12-01,157.118057,158.807495,155.428619,157.118057,107.305023,68225210
2006-12-04,162.186386,162.186386,158.807495,162.186386,110.766472,63045984
2006-12-05,162.186386,165.565262,160.496933,162.186386,110.766472,137893206
2006-12-06,163.875824,165.565262,162.186386,163.875824,111.920280,100832141
2006-12-07,162.186386,170.633591,162.186386,170.633591,116.535568,135991690
2006-12-08,172.323029,174.012466,170.633591,172.323029,117.689362,141888609
2006-12-11,177.391357,199.354095,177.391357,197.664658,134.996628,438014584
2006-12-12,197.664658,231.453476,195.975204,226.385162,154.611542,497294530
2006-12-13,223.006271,246.658447,216.248505,243.279572,166.149704,354103715
2006-12-14,246.658447,270.310638,246.658447,263.552856,179.995514,298471424
2006-12-15,266.931763,278.757843,239.900681,244.969009,167.303558,331633271
2006-12-18,239.900681,256.795105,233.142929,255.105667,174.226440,88372401
2006-12-19,248.347900,266.931763,244.969009,248.347900,169.611160,142251155
2006-12-20,256.795105,260.173981,251.726776,256.795105,175.380280,79190373
2006-12-21,256.795105,260.173981,253.416214,256.795105,175.380280,71917259
2006-12-22,256.795105,256.795105,253.416214,256.795105,175.380280,11505281
2006-12-26,258.484558,260.173981,253.416214,258.484558,176.534073,49143460
2006-12-27,258.484558,261.863434,258.484558,258.484558,176.534073,31363915
2006-12-28,263.552856,304.099457,263.552856,299.031128,204.225647,387376546
2006-12-29,299.031128,304.099457,263.552856,299.031128,204.225647,44
2007-01-02,304.099457,380.124329,304.099457,380.124329,259.608948,417571437
2007-01-03,371.677124,425.739258,364.919342,371.677124,253.839844,511404223
2007-01-04,361.540466,375.056000,337.888306,361.540466,246.916946,240471486
2007-01-05,344.646057,412.223724,344.646057,412.223724,281.531464,329716957
2007-01-08,398.708191,422.360352,391.950409,398.708191,272.300873,382789231
2007-01-09,385.192657,408.844849,361.540466,385.192657,263.070374,340267782
2007-01-10,371.677124,371.677124,348.024933,351.403839,239.994034,345913139
2007-01-11,361.540466,375.056000,351.403839,361.540466,246.916946,215411429
2007-01-12,371.677124,378.434875,331.130524,344.646057,235.378723,341695768
2007-01-15,354.782715,358.161591,348.024933,354.782715,242.301666,118189948
2007-01-16,341.267181,361.540466,337.888306,341.267181,233.071136,162339155
2007-01-17,344.646057,354.782715,334.509399,344.646057,235.378723,123339579
2007-01-18,371.677124,375.056000,354.782715,371.677124,253.839844,414249333
2007-01-19,385.192657,395.329315,375.056000,385.192657,263.070374,223986748
2007-01-22,388.571533,402.087067,385.192657,388.571533,265.377960,178017413
2007-01-23,388.571533,398.708191,385.192657,388.571533,265.377960,125588843
2007-01-24,412.223724,452.770325,412.223724,452.770325,309.223083,617704147
2007-01-25,452.770325,479.801361,435.875885,452.770325,309.223083,578645381
2007-01-26,432.497009,469.664734,425.739258,469.664734,320.761261,335095954
2007-01-29,466.285858,479.801361,456.149200,466.285858,318.453644,239013904
2007-01-30,469.664734,493.316895,462.906952,493.316895,336.914703,297110027
2007-01-31,493.316895,530.484619,483.180267,530.484619,362.298676,612547118
2007-02-01,567.652344,577.789001,533.863525,567.652344,387.682648,524174716
2007-02-02,567.652344,567.652344,533.863525,537.242371,366.913940,297983097
2007-02-05,503.453552,537.242371,496.695801,503.453552,343.837585,256897033
2007-02-06,516.969116,533.863525,506.832428,516.969116,353.068146,299729236
2007-02-07,503.453552,527.105713,503.453552,503.453552,343.837585,198475358
2007-02-08,493.316895,503.453552,489.938019,493.316895,336.914703,154807080
2007-02-09,506.832428,513.590210,489.938019,493.316895,336.914703,166941267
2007-02-12,506.832428,547.379028,500.074677,547.379028,373.836792,439657138
2007-02-13,584.546753,608.198914,567.652344,584.546753,399.220825,598637195
2007-02-14,574.410095,608.198914,567.652344,574.410095,392.297943,549308762
2007-02-15,594.683411,604.820068,584.546753,594.683411,406.143738,286647990
2007-02-16,625.093323,628.472229,611.577820,625.093323,426.912506,482052807
2007-02-19,625.093323,635.229980,618.335571,625.093323,426.912506,137686037
2007-02-20,628.472229,672.397705,618.335571,669.018799,456.911652,337300825
2007-02-21,706.186523,716.323181,675.776611,706.186523,482.295776,335428904
2007-02-22,719.702087,777.143066,719.702087,760.248657,519.217896,476843984
2007-02-23,733.217590,763.627563,716.323181,733.217590,500.756775,404823141
2007-02-26,699.428772,699.428772,641.987732,652.124390,445.373566,487579781
2007-02-27,648.745544,672.397705,641.987732,648.745544,443.065887,252502089
2007-02-28,601.441162,652.124390,574.410095,648.745544,443.065887,499588188
2007-03-01,665.639954,685.913208,641.987732,665.639954,454.604126,575892992
2007-03-02,702.807678,702.807678,672.397705,702.807678,479.988068,325758549
2007-03-05,675.776611,696.049866,638.608887,638.608887,436.143097,446293947
2007-03-06,662.261047,669.018799,631.851135,662.261047,452.296478,377262257
2007-03-07,689.292114,702.807678,675.776611,689.292114,470.757446,476681209
2007-03-08,706.186523,719.702087,702.807678,706.186523,482.295776,299351892
2007-03-09,699.428772,716.323181,692.671021,699.428772,477.680450,218274801
2007-03-12,696.049866,706.186523,689.292114,696.049866,475.372833,119299782
2007-03-13,723.080933,726.459839,692.671021,723.080933,493.833893,304057590
2007-03-14,702.807678,709.565430,685.913208,702.807678,479.988068,269290182
2007-03-15,723.080933,729.838684,709.565430,723.080933,493.833893,268039769
2007-03-16,756.869751,763.627563,726.459839,756.869751,516.910278,483406804
2007-03-20,780.521973,824.447449,780.521973,824.447449,563.062927,496983777
2007-03-21,804.174133,827.826294,800.795227,804.174133,549.217041,187406611
2007-03-22,824.447449,824.447449,790.658630,824.447449,563.062927,300920458
2007-03-23,821.068542,841.341858,814.310791,821.068542,560.755188,249024609
2007-03-26,864.994019,868.372925,831.205200,864.994019,590.754517,428580992
2007-03-27,871.751770,902.161743,861.615173,871.751770,595.369812,523116674
2007-03-28,837.962952,892.025085,827.826294,837.962952,572.293457,593369182
2007-03-29,783.900818,817.689697,739.975342,783.900818,535.371338,757728235
2007-03-30,743.354248,807.553040,733.217590,800.795227,546.909363,348954084
2007-04-02,817.689697,824.447449,807.553040,817.689697,558.447754,372926504
2007-04-03,841.341858,841.341858,824.447449,841.341858,574.601135,197661479
2007-04-04,864.994019,881.888428,864.994019,875.130676,597.677429,358994385
2007-04-05,861.615173,892.025085,854.857361,861.615173,588.446960,241507331
